,location,BHK,total_sqft,bath,price,encoded_loc
7537,Kanakpura Road,2,1322.0,2.0,70.0,127
7538,Kothanur,2,1160.0,2.0,57.0,146
7539,5th Block Hbr Layout,2,1100.0,2.0,48.0,3
7540,Chikkalasandra,2,1090.0,2.0,47.42,59
7541,KR Puram,2,2000.0,2.0,75.0,115
7542,others,2,1155.0,2.0,69.0,230
7543,Vishveshwarya Layout,6,4000.0,6.0,230.0,221
7544,Sarjapur  Road,4,3913.0,5.0,176.0,194
7545,JP Nagar,2,1125.0,2.0,39.98,109
7546,Yelahanka,3,1847.0,3.0,92.0,226
7547,7th Phase JP Nagar,3,1515.0,2.0,76.0,6
7548,Yelahanka,5,2500.0,3.0,120.0,226
7549,Sarjapur  Road,2,1130.0,2.0,55.0,194
7550,Bellandur,2,1049.0,2.0,51.0,40
7551,Amruthahalli,3,2650.0,4.0,175.0,14
7552,Varthur Road,2,850.0,2.0,25.4,218
7553,Jakkur,2,1282.0,2.0,72.0,110
7554,Kalena Agrahara,2,800.0,2.0,40.0,121
7555,Magadi Road,3,1318.0,2.0,68.0,155
7556,Kanakpura Road,2,1698.0,2.0,105.0,127
7557,others,3,1555.0,2.0,67.0,230
7558,Sarjapur  Road,3,1881.0,3.0,145.0,194
7559,Yelahanka,3,1890.0,3.0,109.0,226
7560,Old Madras Road,2,935.0,2.0,32.0,177
7561,Cox Town,2,1000.0,2.0,58.0,62
7562,Singasandra,3,1510.0,3.0,75.0,201
7563,Uttarahalli,2,1120.0,2.0,50.0,216
7564,Talaghattapura,2,1175.0,2.0,62.0,208
7565,Bellandur,3,1350.0,2.0,63.0,40
7566,others,4,2180.0,4.0,115.0,230
7567,Kasavanhalli,3,1715.0,3.0,112.0,130
7568,Hebbal,2,1072.0,2.0,45.0,92
7569,Panathur,2,1230.0,2.0,80.0,180
7570,Murugeshpalya,3,1600.0,2.0,65.0,165
7571,Thanisandra,3,1411.0,3.0,93.25,209
7572,Rayasandra,5,3600.0,5.0,145.0,189
7573,Jalahalli,3,2404.0,3.0,138.0,111
7574,Doddathoguru,3,1208.0,3.0,45.0,70
7575,Haralur Road,2,1225.0,2.0,69.84,90
7576,Hebbal,2,1162.0,2.0,69.0,92
7577,Thanisandra,3,1262.0,2.0,65.0,209
7578,others,2,1050.0,2.0,35.0,230
7579,Channasandra,3,1500.0,3.0,61.95,56
7580,others,3,1610.0,3.0,85.0,230
7581,Whitefield,2,1340.0,2.0,41.0,224
7582,Sarjapur  Road,3,2275.0,4.0,182.0,194
7583,others,4,3150.0,3.0,135.0,230
7584,Hosa Road,2,1170.0,2.0,65.0,101
7585,Channasandra,3,1800.0,3.0,60.0,56
7586,Banashankari Stage VI,3,1423.0,2.0,71.73,30
7587,Kaggadasapura,2,1106.0,2.0,40.0,118
7588,others,2,1255.0,2.0,56.7,230
7589,Babusapalaya,2,1061.0,2.0,38.95,24
7590,others,2,600.0,2.0,29.5,230
7591,Electronic City Phase II,3,1400.0,2.0,40.45,75
7592,Domlur,3,2100.0,3.0,145.0,71
7593,others,2,907.0,2.0,55.43,230
7594,Hennur Road,3,2047.0,3.0,67.55,96
7595,others,4,2597.0,4.0,189.0,230
7596,Bellandur,2,1211.0,2.0,63.0,40
7597,Hennur Road,3,1904.0,3.0,129.0,96
7598,Balagere,2,1205.0,2.0,73.87,25
7599,Yeshwanthpur,2,1164.0,2.0,64.08,229
7600,others,2,1410.0,2.0,73.0,230
7601,others,2,1150.0,2.0,42.0,230
7602,others,2,1170.0,2.0,53.11,230
7603,Hennur,2,1420.0,2.0,62.0,95
7604,Panathur,2,1125.0,2.0,45.0,180
7605,NRI Layout,3,1789.0,3.0,75.0,168
7606,Hulimavu,2,1021.0,2.0,76.0,105
7607,Kalena Agrahara,2,1222.0,2.0,48.0,121
7608,Hennur Road,3,1981.0,3.0,134.0,96
7609,Yelachenahalli,2,1103.0,2.0,55.0,225
7610,others,2,1201.0,2.0,65.0,230
7611,Sarjapur  Road,2,970.0,2.0,36.0,194
7612,Sarjapur,2,920.0,2.0,33.0,193
7613,Yeshwanthpur,3,1520.0,3.0,85.0,229
7614,Sonnenahalli,3,1268.0,2.0,75.0,204
7615,others,1,660.0,1.0,30.0,230
7616,Harlur,3,1755.0,3.0,115.0,91
7617,Hoskote,2,945.0,2.0,35.0,103
7618,8th Phase JP Nagar,1,500.0,1.0,33.0,7
7619,Harlur,4,2820.0,4.0,153.5,91
7620,Rachenahalli,2,1167.0,2.0,37.5,183
7621,Domlur,2,1276.0,2.0,80.0,71
7622,Thanisandra,2,1234.0,2.0,51.0,209
7623,ISRO Layout,3,1370.0,2.0,87.0,106
7624,Electronic City,3,1400.0,3.0,90.0,74
7625,others,2,1050.0,2.0,40.0,230
7626,Ramagondanahalli,2,1251.0,2.0,46.0,187
7627,Yeshwanthpur,3,1677.0,3.0,92.13,229
7628,Sarjapur  Road,2,1346.0,2.0,67.38,194
7629,Electronic City Phase II,2,1090.0,2.0,31.48,75
7630,Kanakapura,3,1290.0,2.0,51.1,126
7631,Garudachar Palya,2,1150.0,2.0,52.0,79
7632,others,2,950.0,2.0,65.0,230
7633,Ramamurthy Nagar,2,1050.0,2.0,51.66,188
7634,Hoodi,3,1660.0,3.0,131.0,97
7635,Nagavarapalya,2,1134.0,2.0,55.0,172
7636,Hebbal,2,1100.0,2.0,60.0,92
7637,others,3,980.0,3.0,80.0,230
7638,others,2,1080.0,2.0,37.8,230
7639,CV Raman Nagar,1,705.0,2.0,50.0,53
7640,others,3,1200.0,2.0,35.0,230
7641,Anandapura,2,1200.0,2.0,50.0,15
7642,Talaghattapura,3,1804.0,3.0,127.0,208
7643,Battarahalli,2,1090.0,2.0,38.37,37
7644,Electronic City,3,1287.0,3.0,55.0,74
7645,Thigalarapalya,3,2215.0,4.0,157.0,210
7646,Sarjapur  Road,2,1045.0,2.0,42.15,194
7647,Hormavu,2,1263.0,2.0,47.36,100
7648,Whitefield,3,1431.0,3.0,85.0,224
7649,Dommasandra,2,999.0,2.0,32.9,72
7650,others,3,1535.0,3.0,72.0,230
7651,Marathahalli,4,2524.0,5.0,180.0,161
7652,7th Phase JP Nagar,3,2095.0,3.0,150.0,6
7653,others,2,1265.0,2.0,68.0,230
7654,Kudlu Gate,2,1215.0,2.0,44.96,148
7655,Yelahanka New Town,2,2200.0,2.0,180.0,227
7656,Electronics City Phase 1,2,1028.0,2.0,51.0,76
7657,Hegde Nagar,3,1835.0,2.0,92.0,94
7658,Munnekollal,3,1800.0,3.0,65.0,164
7659,Sarjapur  Road,4,2880.0,3.0,211.0,194
7660,Dasanapura,2,708.0,2.0,31.15,63
7661,Hosakerehalli,2,925.0,2.0,46.25,102
7662,Bannerghatta Road,3,2826.0,3.0,148.0,34
7663,Kanakpura Road,1,458.0,1.0,33.66,127
7664,others,4,3500.0,4.0,150.0,230
7665,others,4,5400.0,4.0,250.0,230
7666,Amruthahalli,3,1450.0,2.0,90.0,14
7667,Kasavanhalli,2,1100.0,2.0,65.0,130
7668,Kadubeesanahalli,2,1185.0,2.0,55.0,116
7669,9th Phase JP Nagar,4,1900.0,4.0,80.0,8
7670,others,1,660.0,1.0,35.0,230
7671,Ambedkar Nagar,3,1920.0,4.0,121.0,13
7672,Sarjapur  Road,4,3418.0,2.0,222.0,194
7673,1st Phase JP Nagar,4,4550.0,2.0,240.0,1
7674,Bhoganhalli,2,1205.0,2.0,68.32,43
7675,Haralur Road,2,1200.0,2.0,46.0,90
7676,Akshaya Nagar,3,1421.0,2.0,73.0,11
7677,6th Phase JP Nagar,3,1250.0,3.0,48.9,5
7678,Whitefield,1,524.0,1.0,29.0,224
7679,HSR Layout,5,4200.0,5.0,245.0,89
7680,Rachenahalli,2,985.0,2.0,50.17,183
7681,Whitefield,4,2830.0,4.0,161.0,224
7682,others,2,1140.0,2.0,60.0,230
7683,5th Block Hbr Layout,5,3600.0,5.0,130.0,3
7684,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0,184
7685,Devanahalli,2,1360.0,2.0,62.425,65
7686,Dasarahalli,2,1333.0,2.0,86.65,64
7687,Electronic City,2,1258.0,2.0,85.5,74
7688,others,3,1458.0,2.0,87.0,230
7689,Electronic City,2,1386.0,2.0,85.0,74
7690,Electronic City,1,550.0,1.0,27.0,74
7691,Lakshminarayana Pura,2,1200.0,2.0,83.0,153
7692,others,2,1081.0,2.0,39.0,230
7693,Whitefield,4,2135.0,3.0,149.0,224
7694,Whitefield,4,2500.0,4.0,100.0,224
7695,others,2,1178.0,2.0,80.0,230
7696,Devarachikkanahalli,2,991.0,2.0,40.0,66
7697,Gottigere,3,1493.0,2.0,90.0,82
7698,Subramanyapura,3,2495.0,3.0,130.0,205
7699,Kammasandra,2,1080.0,2.0,31.99,125
7700,Dasanapura,2,814.0,2.0,53.0,63
7701,Electronic City,2,1025.0,2.0,50.0,74
7702,Whitefield,4,3075.0,2.0,188.0,224
7703,others,2,1175.0,2.0,52.86,230
7704,KR Puram,2,1100.0,2.0,45.0,115
7705,Banashankari,2,1450.0,2.0,50.75,26
7706,6th Phase JP Nagar,3,1810.0,3.0,131.0,5
7707,others,3,1426.0,2.0,71.0,230
7708,Sector 7 HSR Layout,3,2400.0,2.0,195.0,197
7709,Kalyan nagar,2,1100.0,2.0,70.0,122
7710,Electronic City Phase II,1,650.0,1.0,35.0,75
7711,Kaikondrahalli,2,900.0,2.0,27.0,120
7712,Billekahalli,2,1360.0,2.0,110.0,44
7713,Yeshwanthpur,1,674.0,1.0,36.85,229
7714,Whitefield,3,1655.0,3.0,110.0,224
7715,others,2,1300.0,2.0,95.0,230
7716,others,1,936.0,1.0,53.0,230
7717,others,2,1277.0,2.0,92.0,230
7718,others,2,1200.0,2.0,54.0,230
7719,Hormavu,2,1015.0,2.0,39.08,100
7720,Budigere,2,1153.0,2.0,60.0,52
7721,Kengeri,2,1035.0,2.0,51.5,135
7722,KR Puram,5,3300.0,3.0,255.0,115
7723,Uttarahalli,2,1150.0,2.0,46.0,216
7724,Malleshwaram,2,1020.0,2.0,80.0,160
7725,Old Madras Road,4,3715.0,6.0,212.5,177
7726,8th Phase JP Nagar,2,1160.0,2.0,95.0,7
7727,Brookefield,2,1225.0,2.0,72.0,51
7728,others,3,1350.0,3.0,60.0,230
7729,Channasandra,2,830.0,2.0,36.28,56
7730,Jalahalli,2,905.0,2.0,55.0,111
7731,Vijayanagar,3,1375.0,2.0,75.0,220
7732,Electronic City,2,1140.0,2.0,33.84,74
7733,Hormavu,3,1550.0,2.0,60.0,100
7734,Kannamangala,2,957.0,2.0,55.0,128
7735,9th Phase JP Nagar,2,890.0,2.0,45.0,8
7736,KR Puram,4,3000.0,4.0,235.0,115
7737,others,5,2400.0,5.0,150.0,230
7738,Rachenahalli,2,925.0,2.0,37.0,183
7739,Kammasandra,2,1415.0,2.0,60.0,125
7740,Thanisandra,2,1225.0,2.0,37.0,209
7741,Hennur Road,4,2000.0,4.0,90.0,96
7742,Whitefield,1,840.0,1.0,57.0,224
7743,Thanisandra,3,1732.0,3.0,112.0,209
7744,others,1,1200.0,1.0,45.0,230
7745,Bhoganhalli,2,1260.0,2.0,69.9,43
7746,others,2,1092.0,2.0,49.0,230
7747,others,2,827.0,2.0,34.0,230
7748,Chamrajpet,2,650.0,1.0,40.0,54
7749,Whitefield,3,1725.0,3.0,106.0,224
7750,Jalahalli,2,1000.0,2.0,70.0,111
7751,TC Palaya,1,1350.0,1.0,55.0,207
7752,Bellandur,3,1717.0,3.0,110.0,40
7753,Kanakpura Road,2,700.0,2.0,34.0,127
7754,others,2,800.0,2.0,32.0,230
7755,Sonnenahalli,3,1415.0,2.0,65.0,204
7756,7th Phase JP Nagar,3,1976.0,3.0,145.0,6
7757,Kambipura,2,883.0,2.0,37.01,123
7758,Yelahanka,1,700.0,1.0,38.0,226
7759,Sarjapur,3,1445.0,3.0,50.0,193
7760,Battarahalli,3,2082.0,3.0,104.0,37
7761,Thanisandra,2,933.0,2.0,66.0,209
7762,Electronic City Phase II,2,1155.0,2.0,57.0,75
7763,Bannerghatta,2,1200.0,2.0,73.2,33
7764,others,2,1055.0,2.0,43.0,230
7765,Rajaji Nagar,3,1555.0,3.0,125.0,185
7766,Bellandur,3,1420.0,3.0,62.0,40
7767,KR Puram,2,1035.0,2.0,40.0,115
7768,Yelahanka New Town,1,488.0,1.0,20.0,227
7769,others,5,2760.0,5.0,140.0,230
7770,others,2,993.0,2.0,42.0,230
7771,Hoodi,2,1225.0,2.0,45.0,97
7772,Sompura,2,825.0,2.0,32.0,203
7773,Electronic City Phase II,3,1800.0,3.0,92.0,75
7774,Kanakpura Road,2,1167.0,2.0,63.0,127
7775,Sarjapur,2,1150.0,2.0,41.0,193
7776,others,1,650.0,1.0,50.0,230
7777,Sarjapur  Road,1,675.0,1.0,27.0,194
7778,others,2,2260.0,3.0,90.0,230
7779,others,1,720.0,1.0,32.39,230
7780,Yelahanka New Town,2,1100.0,2.0,58.0,227
7781,Uttarahalli,3,1330.0,2.0,58.0,216
7782,others,6,2400.0,5.0,75.0,230
7783,Banashankari,3,1770.0,3.0,108.0,26
7784,Prithvi Layout,3,2100.0,3.0,125.0,181
7785,Pai Layout,2,1000.0,2.0,42.0,179
7786,Ramamurthy Nagar,4,2916.0,5.0,230.0,188
7787,Kanakpura Road,3,1419.59,2.0,65.0,127
7788,Kodihalli,3,1400.0,3.0,81.0,141
7789,Horamavu Agara,2,750.0,2.0,37.49,98
7790,Bannerghatta,2,1070.0,2.0,87.0,33
7791,Kannamangala,3,1536.0,3.0,107.0,128
7792,JP Nagar,3,2400.0,3.0,196.0,109
7793,Sarjapur  Road,3,1773.5,2.0,102.92,194
7794,Electronic City,2,1342.0,2.0,72.0,74
7795,others,3,1600.0,3.0,130.0,230
7796,Kanakapura,1,938.0,1.0,50.0,126
7797,Budigere,3,1820.0,3.0,99.0,52
7798,Bhoganhalli,4,2439.0,4.0,170.0,43
7799,Kanakpura Road,3,1665.0,3.0,78.0,127
7800,Basavangudi,3,1850.0,3.0,150.0,35
7801,Bommanahalli,2,1091.0,2.0,40.0,47
7802,Brookefield,4,3675.0,4.0,176.0,51
7803,JP Nagar,2,1060.0,2.0,33.95,109
7804,Whitefield,2,1059.0,2.0,57.0,224
7805,Hebbal,2,1299.0,2.0,97.0,92
7806,Yelahanka,3,1491.0,3.0,85.0,226
7807,Basaveshwara Nagar,2,1200.0,2.0,85.0,36
7808,Yelahanka,4,2088.0,5.0,110.0,226
7809,Hulimavu,1,581.0,1.0,29.0,105
7810,others,2,1296.0,2.0,70.0,230
7811,others,2,1125.0,2.0,55.0,230
7812,Electronic City,3,1275.0,3.0,70.0,74
7813,Kothanur,2,1095.0,2.0,55.0,146
7814,Old Madras Road,2,1330.0,2.0,74.0,177
7815,Marathahalli,2,1135.0,2.0,60.0,161
7816,Whitefield,1,516.0,1.0,39.0,224
7817,others,2,1194.0,2.0,51.0,230
7818,Electronic City,2,770.0,1.0,38.0,74
7819,Chikkalasandra,3,1355.0,3.0,54.2,59
7820,Harlur,4,2569.0,4.0,175.0,91
7821,Bhoganhalli,3,1707.0,3.0,115.0,43
7822,Sultan Palaya,2,1070.0,2.0,49.0,206
7823,Whitefield,4,6000.0,4.0,410.0,224
7824,Tumkur Road,3,1240.0,2.0,83.0,214
7825,JP Nagar,2,1300.0,2.0,91.65,109
7826,Ambalipura,2,1700.0,2.0,76.0,12
7827,Yeshwanthpur,3,1383.0,2.0,76.18,229
7828,others,5,3000.0,4.0,170.0,230
7829,Hulimavu,2,935.0,2.0,45.0,105
7830,Thigalarapalya,3,2072.0,4.0,151.0,210
7831,KR Puram,2,1116.0,2.0,45.0,115
7832,Whitefield,3,1639.0,3.0,107.0,224
7833,Marathahalli,3,1839.0,3.0,130.0,161
7834,others,2,1300.0,2.0,63.0,230
7835,Horamavu Agara,1,625.0,1.0,27.0,98
7836,Thanisandra,1,933.0,1.0,61.0,209
7837,Hosur Road,3,2289.0,3.0,180.0,104
7838,Ramamurthy Nagar,3,2316.0,3.0,125.0,188
7839,Electronic City,2,1005.0,2.0,39.77,74
7840,Horamavu Agara,2,1080.0,2.0,38.0,98
7841,Vishwapriya Layout,2,910.0,2.0,36.0,222
7842,Hormavu,2,1200.0,2.0,73.0,100
7843,Electronic City,2,1110.0,2.0,39.9,74
7844,Kothanur,2,1142.0,2.0,56.0,146
7845,2nd Stage Nagarbhavi,5,4000.0,4.0,240.0,2
7846,AECS Layout,2,1005.0,2.0,55.0,9
7847,others,3,1626.6,3.0,133.0,230
7848,Kothanur,2,1074.0,2.0,54.0,146
7849,Basavangudi,2,1230.0,2.0,80.0,35
7850,Electronic City,2,660.0,1.0,23.0,74
7851,others,2,1007.0,2.0,48.0,230
7852,Whitefield,3,1820.0,3.0,113.0,224
7853,others,2,1348.0,2.0,100.0,230
7854,Kasavanhalli,2,1230.0,2.0,66.25,130
7855,Horamavu Agara,3,1176.0,2.0,37.62,98
7856,Frazer Town,2,1200.0,2.0,78.0,77
7857,others,2,1298.0,2.0,65.0,230
7858,Kothanur,2,1285.0,2.0,60.0,146
7859,Electronic City,3,1644.0,3.0,92.59,74
7860,Kasavanhalli,3,1819.0,3.0,150.0,130
7861,1st Phase JP Nagar,2,1205.0,2.0,85.0,1
7862,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0,184
7863,9th Phase JP Nagar,3,1240.0,2.0,39.89,8
7864,Jigani,3,1221.0,3.0,70.0,113
7865,Kanakpura Road,2,1339.0,2.0,63.0,127
7866,Thigalarapalya,4,4303.0,5.0,300.0,210
7867,Haralur Road,2,1315.0,2.0,85.0,90
7868,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0,184
7869,Bisuvanahalli,2,850.0,2.0,27.0,46
7870,7th Phase JP Nagar,3,1600.0,2.0,110.0,6
7871,Electronic City,2,1250.0,2.0,62.0,74
7872,others,3,1312.0,2.0,56.5,230
7873,Kadugodi,4,3000.0,4.0,134.0,117
7874,Whitefield,3,1990.0,3.0,98.0,224
7875,others,2,760.0,2.0,38.5,230
7876,Kadugodi,3,1614.0,2.0,59.0,117
7877,others,3,1182.0,2.0,60.1,230
7878,others,2,1053.0,2.0,46.29,230
7879,Gubbalala,3,2000.0,3.0,125.0,84
7880,Electronic City Phase II,3,1940.0,4.0,116.0,75
7881,Hennur Road,3,1590.0,3.0,105.0,96
7882,others,2,1035.0,2.0,52.79,230
7883,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0,184
7884,Thanisandra,3,1702.0,3.0,107.0,209
7885,Bisuvanahalli,3,1080.0,2.0,65.0,46
7886,Kasavanhalli,2,1189.0,2.0,45.0,130
7887,Tumkur Road,2,1035.0,2.0,39.0,214
7888,Hennur Road,2,1200.0,2.0,36.0,96
7889,Yelahanka,2,1330.0,2.0,93.65,226
7890,Kaggalipura,3,1210.0,2.0,65.0,119
7891,Chikkalasandra,3,1350.0,2.0,54.2,59
7892,Kaval Byrasandra,3,1900.0,2.0,65.0,133
7893,Ambedkar Nagar,3,1935.0,4.0,125.0,13
7894,others,3,1410.0,3.0,90.0,230
7895,others,2,1469.0,2.0,99.14,230
7896,Varthur,2,986.0,2.0,30.0,217
7897,others,3,1460.0,2.0,87.0,230
7898,Chandapura,3,1345.0,2.0,39.5,55
7899,Panathur,2,980.0,2.0,57.0,180
7900,Kudlu Gate,2,1164.0,2.0,75.0,148
7901,Subramanyapura,2,929.0,1.0,51.0,205
7902,Kundalahalli,2,1065.0,2.0,70.0,150
7903,Budigere,2,1172.0,2.0,56.725,52
7904,Electronic City,2,1020.0,2.0,30.27,74
7905,Yeshwanthpur,1,672.0,1.0,36.85,229
7906,Brookefield,3,1746.0,3.0,115.0,51
7907,others,2,1250.0,2.0,65.0,230
7908,Thanisandra,2,1188.0,2.0,39.0,209
7909,Whitefield,4,3565.0,4.0,218.0,224
7910,Marathahalli,2,1170.0,2.0,85.0,161
7911,others,3,1800.0,3.0,150.0,230
7912,others,2,1000.0,2.0,35.0,230
7913,Kasturi Nagar,4,2507.0,4.0,155.0,131
7914,Babusapalaya,2,1061.0,2.0,34.0,24
7915,KR Puram,2,1290.0,2.0,69.0,115
7916,Sarjapur,2,1200.0,2.0,42.6,193
7917,Bharathi Nagar,2,1120.0,2.0,39.29,42
7918,Sarjapur,3,1333.0,3.0,50.0,193
7919,Thanisandra,1,747.0,1.0,34.355,209
7920,Thanisandra,3,2030.0,4.0,125.0,209
7921,Balagere,2,1012.0,2.0,70.0,25
7922,Kudlu,3,1245.0,2.0,60.0,147
7923,7th Phase JP Nagar,3,1765.0,3.0,118.0,6
7924,Gottigere,2,1110.0,2.0,36.25,82
7925,others,2,967.0,2.0,47.8,230
7926,Sarjapur,2,1044.0,2.0,36.0,193
7927,Brookefield,3,1518.0,3.0,80.0,51
7928,KR Puram,3,1300.0,2.0,57.0,115
7929,others,3,1798.0,3.0,73.0,230
7930,KR Puram,2,866.28,2.0,36.38,115
7931,Whitefield,4,3410.0,5.0,253.0,224
7932,Singasandra,2,1179.0,2.0,56.0,201
7933,Haralur Road,3,1976.0,3.0,92.0,90
7934,5th Phase JP Nagar,2,1190.0,2.0,61.8,4
7935,Jakkur,3,1761.0,3.0,84.52,110
7936,Cooke Town,3,1700.0,3.0,120.0,61
7937,Electronic City,2,1128.0,2.0,64.8,74
7938,Electronic City,3,1220.0,2.0,35.25,74
7939,others,1,509.0,1.0,20.0,230
7940,Ambedkar Nagar,3,1852.0,4.0,122.0,13
7941,Varthur,2,1045.0,2.0,40.65,217
7942,others,4,3535.0,4.0,215.0,230
7943,others,4,1800.0,3.0,82.0,230
7944,Hebbal Kempapura,3,1436.0,2.0,75.0,93
7945,others,3,1397.0,2.0,52.0,230
7946,Kothanur,2,1140.0,2.0,56.0,146
7947,others,3,2050.0,3.0,135.0,230
7948,Sarjapur  Road,2,1335.0,2.0,95.0,194
7949,Thanisandra,2,1140.0,2.0,59.0,209
7950,Thanisandra,1,663.0,1.0,46.0,209
7951,Kanakpura Road,3,1450.0,3.0,60.9,127
7952,Kodichikkanahalli,3,1400.0,3.0,66.0,138
7953,others,2,1339.0,2.0,53.56,230
7954,Electronic City,3,1220.0,2.0,35.23,74
7955,others,2,1305.0,2.0,52.0,230
7956,Green Glen Layout,3,1740.0,3.0,80.0,83
7957,Anekal,2,680.0,1.0,21.0,17
7958,Bannerghatta Road,2,1154.0,2.0,47.0,34
7959,Munnekollal,2,1200.0,2.0,40.0,164
7960,Hennur,2,1155.0,2.0,54.5,95
7961,Sarjapur  Road,3,1525.0,2.0,63.0,194
7962,Hebbal,4,2470.0,5.0,192.0,92
7963,Padmanabhanagar,2,1100.0,2.0,60.0,178
7964,Hormavu,2,1250.0,2.0,65.0,100
7965,Kothanur,2,1400.0,2.0,70.0,146
7966,others,3,1600.0,3.0,100.0,230
7967,Electronic City,2,1060.0,2.0,55.0,74
7968,Horamavu Banaswadi,2,1272.0,2.0,50.0,99
7969,Kanakpura Road,2,1296.0,2.0,105.0,127
7970,Karuna Nagar,3,1945.0,3.0,115.0,129
7971,Chandapura,3,1033.0,2.0,30.47,55
7972,others,3,2300.0,2.0,69.0,230
7973,others,2,1235.0,2.0,52.76,230
7974,others,2,850.0,2.0,42.5,230
7975,Subramanyapura,3,1880.0,3.0,110.0,205
7976,Kenchenahalli,2,1060.0,2.0,52.0,134
7977,Hennur Road,3,2041.0,3.0,138.0,96
7978,others,2,1150.0,2.0,39.0,230
7979,LB Shastri Nagar,2,1184.0,2.0,62.0,151
7980,Sarjapur  Road,3,1680.0,3.0,126.0,194
7981,Thanisandra,3,1411.0,3.0,100.0,209
7982,Thanisandra,3,1702.0,3.0,120.0,209
7983,Yelahanka,2,1185.0,2.0,45.0,226
7984,Kanakpura Road,3,1300.0,3.0,64.0,127
7985,others,3,1545.0,3.0,65.0,230
7986,Jigani,3,1300.0,3.0,55.0,113
7987,JP Nagar,2,1107.0,2.0,57.0,109
7988,Old Madras Road,3,1720.0,3.0,106.0,177
7989,Bannerghatta Road,2,1000.0,2.0,44.5,34
7990,Electronic City,1,710.0,1.0,40.42,74
7991,Bannerghatta Road,2,1250.0,2.0,48.0,34
7992,Kaggadasapura,5,2400.0,4.0,130.0,118
7993,Hegde Nagar,3,1584.01,3.0,104.0,94
7994,Kammasandra,4,1200.0,6.0,60.0,125
7995,Kaggadasapura,3,1485.0,2.0,70.0,118
7996,Hennur Road,3,1100.0,2.0,78.0,96
7997,8th Phase JP Nagar,2,1245.0,2.0,59.0,7
7998,Hennur Road,4,1880.0,4.0,154.0,96
7999,others,2,1050.0,2.0,45.0,230
8000,Bannerghatta Road,3,1640.0,3.0,105.0,34
8001,others,2,1165.0,2.0,65.0,230
8002,Kengeri Satellite Town,2,1110.0,2.0,43.0,136
8003,Uttarahalli,4,4500.0,4.0,150.0,216
8004,others,2,1200.0,1.0,42.0,230
8005,Jalahalli,3,1704.0,3.0,94.36,111
8006,7th Phase JP Nagar,3,1275.0,2.0,88.0,6
8007,Sarjapur  Road,3,1222.0,2.0,68.0,194
8008,Electronic City,2,1000.0,2.0,29.95,74
8009,Yelahanka,3,1517.0,3.0,71.28,226
8010,Horamavu Agara,2,1166.0,2.0,37.29,98
8011,5th Phase JP Nagar,5,4000.0,5.0,170.0,4
8012,Yelahanka,4,3019.0,6.0,190.0,226
8013,Whitefield,3,1345.0,3.0,58.0,224
8014,Dommasandra,3,900.0,3.0,75.0,72
8015,EPIP Zone,4,3800.0,5.0,170.0,73
8016,Chandapura,3,971.0,2.0,38.0,55
8017,EPIP Zone,2,1810.0,2.0,65.0,73
8018,others,2,1300.0,2.0,58.0,230
8019,Thanisandra,2,1185.0,2.0,45.0,209
8020,others,2,1350.0,2.0,68.0,230
8021,Budigere,3,1590.0,3.0,76.16,52
8022,Somasundara Palya,3,1650.0,3.0,126.0,202
8023,others,3,1645.0,3.0,87.0,230
8024,Hennur Road,3,1748.0,3.0,103.0,96
8025,Kengeri Satellite Town,2,1170.0,2.0,50.0,136
8026,Sarjapur  Road,4,3420.0,4.0,225.0,194
8027,Hulimavu,3,1320.0,2.0,65.0,105
8028,Sarjapur  Road,3,1510.0,2.0,110.0,194
8029,others,6,2700.0,7.0,110.0,230
8030,others,3,1305.0,2.0,45.68,230
8031,Mahadevpura,3,1500.0,2.0,70.0,156
8032,Thanisandra,4,1948.0,4.0,129.0,209
8033,Margondanahalli,3,1448.0,3.0,70.0,162
8034,Sarjapur  Road,2,1242.0,2.0,78.0,194
8035,Sonnenahalli,2,1268.0,2.0,58.0,204
8036,Ramamurthy Nagar,2,1101.0,2.0,50.0,188
8037,others,2,1255.0,2.0,65.0,230
8038,Hosa Road,2,1089.0,2.0,32.67,101
8039,Kaggalipura,2,950.0,2.0,45.0,119
8040,HBR Layout,2,1068.0,2.0,43.0,87
8041,Yelahanka New Town,2,860.0,1.0,31.0,227
8042,Yelahanka,3,1756.0,3.0,66.73,226
8043,Whitefield,2,1205.0,2.0,41.0,224
8044,Hormavu,3,1604.0,3.0,68.0,100
8045,Ananth Nagar,2,1010.0,2.0,38.0,16
8046,Doddakallasandra,2,1010.0,2.0,41.0,69
8047,Yelahanka,2,1050.0,2.0,33.1,226
8048,Bannerghatta Road,3,1656.0,2.0,62.93,34
8049,others,3,1451.0,3.0,68.0,230
8050,JP Nagar,2,1250.0,2.0,93.0,109
8051,others,3,4395.0,3.0,240.0,230
8052,Sonnenahalli,3,1340.0,2.0,42.0,204
8053,others,2,1100.0,2.0,38.5,230
8054,Devarachikkanahalli,3,1700.0,3.0,71.0,66
8055,KR Puram,2,1096.0,2.0,43.0,115
8056,others,3,1936.0,3.0,139.0,230
8057,Nehru Nagar,3,1269.0,2.0,63.0,174
8058,Panathur,3,1586.0,3.0,125.0,180
8059,Kanakpura Road,3,1452.0,3.0,56.5,127
